Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Label
2/16/2018,2018,2,16,Friday,6,2018-06,114.55,116.07,114.5,114.68,13214300,102.26,-0.007185639,100.8242857,98.2506,Undefined
2/20/2018,2018,2,20,Tuesday,7,2018-07,114.65,115.39,113.97,114.71,13461500,102.28,0.00026173,100.7985714,98.4346,Undefined
2/21/2018,2018,2,21,Wednesday,7,2018-07,115,117.45,114.67,115.19,14212500,102.71,0.004184499,100.7678571,98.6328,Undefined
2/22/2018,2018,2,22,Thursday,7,2018-07,115.5,116.43,114.76,114.98,17070400,102.53,-0.001823034,100.6478571,98.804,Undefined
2/23/2018,2018,2,23,Friday,7,2018-07,115.31,117.39,115.31,117.31,12162500,104.6,0.020264278,100.8407143,99.0222,Undefined
2/26/2018,2018,2,26,Monday,8,2018-08,118.14,118.9,117.32,118.77,16511200,105.9,0.012445649,101.4757143,99.2446,Undefined
2/27/2018,2018,2,27,Tuesday,8,2018-08,118.91,119.33,117.35,117.36,17563300,104.65,-0.0118718,101.81,99.4658,Undefined
2/28/2018,2018,2,28,Wednesday,8,2018-08,117.82,118.49,115.34,115.5,17735600,102.99,-0.015848474,101.9778571,99.6688,Undefined
3/1/2018,2018,3,1,Thursday,8,2018-08,115.48,116.64,112.65,113.43,18690000,101.14,-0.017922057,102.3314286,99.8086,Undefined
3/2/2018,2018,3,2,Friday,8,2018-08,112.39,113.56,111.12,113.32,18353700,101.04,-0.000969826,102.54,99.9318,Undefined
3/5/2018,2018,3,5,Monday,9,2018-09,112.05,115.93,111.89,115.06,13933000,102.6,0.015354609,102.7514286,100.0942,Undefined
3/6/2018,2018,3,6,Tuesday,9,2018-09,115.64,115.82,114.32,115.16,10674400,102.69,0.000869156,102.9257143,100.265,Undefined
3/7/2018,2018,3,7,Wednesday,9,2018-09,113.75,115.1,113.11,114.73,13006500,102.3,-0.003734022,102.9064286,100.398,Undefined
3/8/2018,2018,3,8,Thursday,9,2018-09,115.11,115.23,113.21,114.74,11173700,102.31,8.73E-05,102.8571429,100.538,Undefined
3/9/2018,2018,3,9,Friday,9,2018-09,116.55,118.08,115.67,118.04,15366600,105.25,0.028760576,103.0707143,100.7444,Undefined
3/12/2018,2018,3,12,Monday,10,2018-10,118,118.75,117.25,117.66,12339300,104.91,-0.003219238,103.2585714,100.9404,Undefined
3/13/2018,2018,3,13,Tuesday,10,2018-10,118.2,118.47,115.83,116.25,13312300,103.66,-0.011983581,103.3264286,101.1012,Undefined
3/14/2018,2018,3,14,Wednesday,10,2018-10,116.56,116.59,114.6,114.95,12905100,102.5,-0.01118285,103.3242857,101.254,Undefined
3/15/2018,2018,3,15,Thursday,10,2018-10,115.87,116,114.83,115.24,8748000,102.76,0.002522726,103.1928571,101.394,Undefined
3/16/2018,2018,3,16,Friday,10,2018-10,115.34,116.6,115.34,115.44,19888900,102.94,0.001735671,102.9814286,101.5356,Undefined
3/19/2018,2018,3,19,Monday,11,2018-11,115.1,115.45,113.3,114.53,13214900,102.12,-0.007883003,102.8007143,101.6334,Undefined
3/20/2018,2018,3,20,Tuesday,11,2018-11,114.87,115.45,114.45,114.64,9921200,102.22,0.000960586,102.7457143,101.7458,Undefined
3/21/2018,2018,3,21,Wednesday,11,2018-11,114.81,116.63,114.21,114.74,13633000,102.31,0.000872266,102.8292857,101.857,Undefined
3/22/2018,2018,3,22,Thursday,11,2018-11,113.2,113.6,109.54,109.95,22550400,98.04,-0.041746581,102.615,101.873,Undefined
3/23/2018,2018,3,23,Friday,11,2018-11,110.27,110.92,106.76,107.01,23081500,95.42,-0.026739529,102.1021429,101.8152,Undefined
3/26/2018,2018,3,26,Monday,12,2018-12,109.19,111.16,108.65,110.31,20217500,98.36,0.030838375,101.7928571,101.8058,Undefined
3/27/2018,2018,3,27,Tuesday,12,2018-12,111.07,111.69,107.3,108.17,18039900,96.45,-0.019399993,101.375,101.7254,Undefined
3/28/2018,2018,3,28,Wednesday,12,2018-12,108.28,109.17,106.65,108,19189300,96.3,-0.001571633,100.9457143,101.6492,Undefined
3/29/2018,2018,3,29,Thursday,12,2018-12,108.5,110.78,107.78,109.97,13274600,98.06,0.018240912,100.4321429,101.5954,Undefined
4/2/2018,2018,4,2,Monday,13,2018-13,109.96,110.73,106.08,107.85,18822500,96.17,-0.019278064,99.80785714,101.499,Undefined
4/3/2018,2018,4,3,Tuesday,13,2018-13,108.36,109.5,107.26,109.33,14050700,97.49,0.013722797,99.36714286,101.4334,Undefined
4/4/2018,2018,4,4,Wednesday,13,2018-13,107.1,111.21,107.02,110.99,15302600,98.97,0.015183319,99.115,101.3738,Undefined
4/5/2018,2018,4,5,Thursday,13,2018-13,111.63,112.83,111.39,111.88,16627000,100.27,0.013130588,98.93714286,101.3424,Undefined
4/6/2018,2018,4,6,Friday,13,2018-13,110.55,111.55,107.82,109.09,18906000,97.77,-0.024937573,98.56785714,101.235,Undefined
4/9/2018,2018,4,9,Monday,14,2018-14,110.01,112.98,109.89,110.4,15974300,98.94,0.012008481,98.34071429,101.1504,Undefined
4/10/2018,2018,4,10,Tuesday,14,2018-14,112.13,112.87,111.42,112.51,13951400,100.83,0.019112569,98.24142857,101.0926,Undefined
4/11/2018,2018,4,11,Wednesday,14,2018-14,111.66,111.81,110.52,110.62,14503300,99.14,-0.016798648,98.015,101.0032,Undefined
4/12/2018,2018,4,12,Thursday,14,2018-14,111.56,114.39,111.5,113.37,16435500,101.6,0.024859843,98.26928571,100.9824,Undefined
4/13/2018,2018,4,13,Friday,14,2018-14,115.02,115.15,109.05,110.3,39152800,98.85,-0.027079337,98.51428571,100.8966,Undefined
4/16/2018,2018,4,16,Monday,15,2018-15,110.94,111.47,109.79,110.21,16580500,98.77,-0.000815956,98.54357143,100.7878,Undefined
4/17/2018,2018,4,17,Tuesday,15,2018-15,111.37,111.92,109.99,110.21,15501400,98.77,0,98.70928571,100.7252,Undefined
4/18/2018,2018,4,18,Wednesday,15,2018-15,110.53,111.07,108.89,109.32,16081400,97.97,-0.008075616,98.82857143,100.7444,Undefined
4/19/2018,2018,4,19,Thursday,15,2018-15,109.53,111.87,109.5,111.72,17911000,100.12,0.021953809,98.97571429,100.7474,Undefined
4/20/2018,2018,4,20,Friday,15,2018-15,112.3,112.74,110.88,111.47,15584400,99.9,-0.002237686,99.24214286,100.7326,Undefined
4/23/2018,2018,4,23,Monday,16,2018-16,111.57,111.95,110.63,110.93,11285800,99.42,-0.004844351,99.38,100.7972,Undefined
4/24/2018,2018,4,24,Tuesday,16,2018-16,111.75,112.9,109.59,110.41,16453100,98.95,-0.004687511,99.37857143,100.8138,Undefined
4/25/2018,2018,4,25,Wednesday,16,2018-16,110.27,110.53,108.6,109.99,13548200,98.57,-0.003804155,99.25714286,100.7924,Undefined
4/26/2018,2018,4,26,Thursday,16,2018-16,109.97,110.82,109.34,110.1,10299500,98.67,0.000999987,99.32142857,100.7608,Undefined
4/27/2018,2018,4,27,Friday,16,2018-16,109.55,110.16,109.13,109.4,9384000,98.04,-0.006357571,99.25714286,100.6702,Undefined
4/30/2018,2018,4,30,Monday,17,2018-17,109.75,110.3,108.75,108.78,13744900,97.49,-0.005667558,99.01857143,100.56,Undefined
5/1/2018,2018,5,1,Tuesday,17,2018-17,108.45,108.97,107.54,108.78,10503400,97.49,0,98.90071429,100.4646,Undefined
5/2/2018,2018,5,2,Wednesday,17,2018-17,108.11,109.49,107.73,107.92,12162100,96.72,-0.007905758,98.55214286,100.3534,Undefined
5/3/2018,2018,5,3,Thursday,17,2018-17,107.59,107.77,105.18,107.24,15379100,96.11,-0.006301014,98.35642857,100.2214,Undefined
5/4/2018,2018,5,4,Friday,17,2018-17,106.43,108.74,105.98,108.43,11967900,97.17,0.011096655,98.24214286,100.1142,Undefined
5/7/2018,2018,5,7,Monday,18,2018-18,108.76,109.68,108.36,109.37,9356700,98.02,0.00866921,98.18857143,99.9826,Undefined
5/8/2018,2018,5,8,Tuesday,18,2018-18,109.53,111.34,109.28,110.99,12543200,99.47,0.014811943,98.29571429,99.854,Undefined
5/9/2018,2018,5,9,Wednesday,18,2018-18,111.44,113.64,111.03,113.41,11368100,101.64,0.021804118,98.40428571,99.7938,Undefined
5/10/2018,2018,5,10,Thursday,18,2018-18,113.19,114.44,112.75,114.29,9159700,102.43,0.007759177,98.585,99.7826,Undefined
5/11/2018,2018,5,11,Friday,18,2018-18,114.49,114.73,113.67,113.86,10253000,102.04,-0.003762233,98.77214286,99.8006,Undefined
5/14/2018,2018,5,14,Monday,19,2018-19,114.11,114.7,113.74,113.9,8710700,102.08,0.000351333,98.99571429,99.8214,Undefined
5/15/2018,2018,5,15,Tuesday,19,2018-19,113.91,113.91,112.57,113.03,11536200,101.3,-0.007638275,99.19071429,99.7954,Undefined
5/16/2018,2018,5,16,Wednesday,19,2018-19,112.89,113.69,112.63,113.34,7571100,101.58,0.002742432,99.39857143,99.7732,Undefined
5/17/2018,2018,5,17,Thursday,19,2018-19,113.2,113.41,112.2,112.96,8617200,101.23,-0.003352718,99.62642857,99.7518,Undefined
5/18/2018,2018,5,18,Friday,19,2018-19,112.75,112.8,110.84,111.13,11806300,99.59,-0.01620042,99.77642857,99.6974,Undefined
5/21/2018,2018,5,21,Monday,20,2018-20,112.05,112.54,111.92,112.15,9441900,100.51,0.009178743,99.99214286,99.6026,Undefined
5/22/2018,2018,5,22,Tuesday,20,2018-20,112.35,114.29,112.29,113.01,11507600,101.28,0.007668044,100.3178571,99.53,Undefined
5/23/2018,2018,5,23,Wednesday,20,2018-20,112.51,112.77,111.12,112.49,11453900,100.81,-0.004601311,100.6535714,99.473,Undefined
5/24/2018,2018,5,24,Thursday,20,2018-20,112.14,112.15,110.12,111.23,14084800,99.68,-0.011200991,100.8328571,99.4166,Undefined
5/25/2018,2018,5,25,Friday,20,2018-20,110.46,111.08,110.2,110.66,8283500,99.17,-0.005124438,100.915,99.3448,Undefined
5/29/2018,2018,5,29,Tuesday,21,2018-21,109.18,109.2,104.96,105.93,30643800,94.93,-0.042743722,100.5907143,99.1846,Undefined
5/30/2018,2018,5,30,Wednesday,21,2018-21,107.64,108.6,106.65,108.35,17490800,97.1,0.022845402,100.2664286,99.0842,Undefined
5/31/2018,2018,5,31,Thursday,21,2018-21,107.95,108.19,106.42,107.01,19808200,95.9,-0.012367375,99.8,98.9578,Undefined
6/1/2018,2018,6,1,Friday,21,2018-21,108.34,108.94,107.8,108.4,13594200,97.15,0.012989621,99.45071429,98.8546,Undefined
6/4/2018,2018,6,4,Monday,22,2018-22,108.99,109.26,108.27,108.45,9415400,97.19,0.00046115,99.10142857,98.8376,Undefined
6/5/2018,2018,6,5,Tuesday,22,2018-22,108.24,108.31,107.07,107.84,10415200,96.65,-0.005624735,98.76928571,98.8622,Undefined
6/6/2018,2018,6,6,Wednesday,22,2018-22,108.66,110.74,108.48,110.36,15453600,98.9,0.023368021,98.57785714,98.873,Undefined
6/7/2018,2018,6,7,Thursday,22,2018-22,111.18,111.5,110.03,110.8,13444400,99.3,0.003987001,98.44,98.93,Undefined
6/8/2018,2018,6,8,Friday,22,2018-22,110.62,111.14,110.06,111.11,10383200,99.58,0.002797704,98.43928571,98.9956,Undefined
6/11/2018,2018,6,11,Monday,23,2018-23,111.12,111.91,110.77,110.83,12642900,99.33,-0.002519973,98.355,99.021,Undefined
6/12/2018,2018,6,12,Tuesday,23,2018-23,111.14,111.53,109.52,110.19,15294100,98.75,-0.005774556,98.17428571,99.0726,Undefined
6/13/2018,2018,6,13,Wednesday,23,2018-23,110.46,111.45,109.58,109.97,14979700,98.56,-0.001996653,98.01357143,99.094,Undefined
6/14/2018,2018,6,14,Thursday,23,2018-23,110.28,110.36,107.78,108.03,20487300,96.82,-0.017641141,97.80928571,99.051,Undefined
6/15/2018,2018,6,15,Friday,23,2018-23,107.8,108.38,106.27,107.9,26028600,96.7,-0.001203316,97.63285714,98.9796,Undefined
6/18/2018,2018,6,18,Monday,24,2018-24,107.26,108.4,106.69,108.18,9786800,96.95,0.00259502,97.77714286,98.9632,Undefined
6/19/2018,2018,6,19,Tuesday,24,2018-24,106.9,107.88,106.6,107.55,12707200,96.39,-0.005823624,97.72642857,98.9122,Undefined
6/20/2018,2018,6,20,Wednesday,24,2018-24,108.18,108.64,107.44,107.54,8876900,96.38,-9.32E-05,97.76071429,98.8232,Undefined
6/21/2018,2018,6,21,Thursday,24,2018-24,107.1,108.21,106.53,107.51,11048700,96.35,-0.000278728,97.70357143,98.7674,Undefined
6/22/2018,2018,6,22,Friday,24,2018-24,108.16,108.37,105.51,105.75,19478900,94.77,-0.016370614,97.53071429,98.6308,Undefined
6/25/2018,2018,6,25,Monday,25,2018-25,105.66,105.7,103.96,104.79,16907600,93.91,-0.00907801,97.335,98.532,Undefined
6/26/2018,2018,6,26,Tuesday,25,2018-25,104.71,105.21,103.11,104.86,17086800,93.98,0.000668029,96.98357143,98.4362,Undefined
6/27/2018,2018,6,27,Wednesday,25,2018-25,104.68,105.92,103.23,103.24,16276800,92.52,-0.015449325,96.49928571,98.3112,Undefined
6/28/2018,2018,6,28,Thursday,25,2018-25,103.68,105.46,103.51,104.93,14491300,94.04,0.016369481,96.10357143,98.2326,Undefined
6/29/2018,2018,6,29,Friday,25,2018-25,106.68,106.9,104.15,104.2,18972400,93.38,-0.006956882,95.67857143,98.0978,Undefined
7/2/2018,2018,7,2,Monday,26,2018-26,103.72,105.09,103.38,105.08,11130000,94.17,0.008445403,95.35142857,97.9832,Undefined
7/3/2018,2018,7,3,Tuesday,26,2018-26,105.41,105.78,103.52,103.61,8311700,92.86,-0.013989497,94.94428571,97.852,Undefined
7/5/2018,2018,7,5,Thursday,26,2018-26,104.13,104.38,103.53,103.72,10723400,93.46,0.006501749,94.70428571,97.7422,Undefined
7/6/2018,2018,7,6,Friday,26,2018-26,103.12,104.5,102.2,104.06,12173700,93.77,0.003278079,94.495,97.6462,Undefined
7/9/2018,2018,7,9,Monday,27,2018-27,104.71,107.46,104.71,107.28,13900800,96.67,0.030943664,94.475,97.6062,Undefined
7/10/2018,2018,7,10,Tuesday,27,2018-27,108.02,108.4,106.53,106.62,14575900,96.07,-0.006152099,94.45214286,97.5668,Undefined
7/11/2018,2018,7,11,Wednesday,27,2018-27,106.31,107.06,106.21,106.39,10186500,95.86,-0.002157101,94.415,97.5342,Undefined
7/12/2018,2018,7,12,Thursday,27,2018-27,107.42,107.56,105.97,106.85,12456800,96.28,0.004323688,94.41,97.51,Undefined
7/13/2018,2018,7,13,Friday,27,2018-27,107.3,107.8,105.14,106.36,21289100,95.84,-0.004585909,94.48642857,97.4924,Undefined
7/16/2018,2018,7,16,Monday,28,2018-28,107.05,110.77,106.98,110.58,24662600,99.64,0.039676781,94.89571429,97.563,Undefined
7/17/2018,2018,7,17,Tuesday,28,2018-28,110.69,110.93,109.75,110.5,14821900,99.57,-0.00072358,95.295,97.611,Undefined
7/18/2018,2018,7,18,Wednesday,28,2018-28,110.42,112.12,110.2,111.53,14244900,100.5,0.009321327,95.865,97.6606,Undefined
7/19/2018,2018,7,19,Thursday,28,2018-28,111.06,111.09,109.73,109.89,16775300,99.02,-0.014704691,96.22071429,97.6516,Undefined
7/20/2018,2018,7,20,Friday,28,2018-28,110,111.74,109.78,111.28,13578100,100.27,0.012649164,96.71285714,97.6242,Undefined
7/23/2018,2018,7,23,Monday,29,2018-29,111.06,114.24,110.93,113.35,18140000,102.14,0.01860161,97.28214286,97.6184,Undefined
7/24/2018,2018,7,24,Tuesday,29,2018-29,113.55,114.78,113.42,114.15,14000400,102.86,0.007057782,97.99642857,97.6348,Undefined
7/25/2018,2018,7,25,Wednesday,29,2018-29,113.88,115.52,113.38,115.18,13329100,103.79,0.009023347,98.73428571,97.669,Undefined
7/26/2018,2018,7,26,Thursday,29,2018-29,115.42,115.59,114.58,114.85,11897800,103.49,-0.002865178,99.42857143,97.7128,Undefined
7/27/2018,2018,7,27,Friday,29,2018-29,115.18,116.3,114.81,116.03,12802700,104.55,0.010274051,99.99142857,97.7722,Undefined
7/30/2018,2018,7,30,Monday,30,2018-30,116.28,117.61,116.06,116.73,13411600,105.18,0.006033103,100.6421429,97.8512,Undefined
7/31/2018,2018,7,31,Tuesday,30,2018-30,117.08,117.08,114.82,114.95,15843800,103.58,-0.015249009,101.1935714,97.931,Undefined
8/1/2018,2018,8,1,Wednesday,30,2018-30,115.75,116.69,115.28,115.66,13531600,104.22,0.006176777,101.7607143,98.0052,Undefined
8/2/2018,2018,8,2,Thursday,30,2018-30,114.57,116.25,114.33,116.15,11058100,104.66,0.004236667,102.3907143,98.0728,Undefined
8/3/2018,2018,8,3,Friday,30,2018-30,116,117.13,115.94,117.09,11016100,105.51,0.008093,102.81,98.1668,Undefined
8/6/2018,2018,8,6,Monday,31,2018-31,116.79,117.53,116.18,117.12,9857400,105.53,0.00025613,103.2357143,98.2838,Undefined
8/7/2018,2018,8,7,Tuesday,31,2018-31,117.74,118.29,117.33,117.55,10562100,105.92,0.003671507,103.6228571,98.4188,Undefined
8/8/2018,2018,8,8,Wednesday,31,2018-31,117.33,118.27,117.28,117.79,8997100,106.14,0.002041597,104.1314286,98.643,Undefined
8/9/2018,2018,8,9,Thursday,31,2018-31,117.51,117.72,116.7,116.88,9694200,105.32,-0.007725641,104.4921429,98.8074,Undefined
8/10/2018,2018,8,10,Friday,31,2018-31,115.5,115.95,114.68,115.73,12630600,104.28,-0.009839164,104.645,98.975,Undefined
8/13/2018,2018,8,13,Monday,32,2018-32,115.56,115.88,113.82,113.89,10336300,102.62,-0.015898979,104.6278571,99.0844,Undefined
8/14/2018,2018,8,14,Tuesday,32,2018-32,114.27,115.04,113.65,114.65,10597600,103.31,0.006673191,104.5935714,99.2068,Undefined
8/15/2018,2018,8,15,Wednesday,32,2018-32,113.82,114.33,112.97,113.7,10152100,102.45,-0.008286248,104.5192857,99.3228,Undefined
8/16/2018,2018,8,16,Thursday,32,2018-32,114.35,115.31,114.3,114.77,10118600,103.42,0.009410848,104.4385714,99.4132,Undefined
8/17/2018,2018,8,17,Friday,32,2018-32,114.64,115.07,114.3,114.77,8505100,103.42,0,104.3128571,99.4956,Undefined
8/20/2018,2018,8,20,Monday,33,2018-33,114.59,115.05,114.11,114.62,8618700,103.28,-0.001307127,104.2914286,99.5696,Undefined
8/21/2018,2018,8,21,Tuesday,33,2018-33,115.37,116.39,114.88,115.32,10976700,103.91,0.006107244,104.2692857,99.6612,Undefined
8/22/2018,2018,8,22,Wednesday,33,2018-33,115.31,115.41,114.78,114.97,8314700,103.6,-0.003035196,104.1935714,99.7582,Undefined
8/23/2018,2018,8,23,Thursday,33,2018-33,114.96,115.15,114.43,114.73,9265400,103.38,-0.002087412,104.0414286,99.8546,Undefined
8/24/2018,2018,8,24,Friday,33,2018-33,114.98,115.22,114.45,114.68,8845700,103.33,-0.000435935,103.8842857,99.9848,Undefined
8/27/2018,2018,8,27,Monday,34,2018-34,115.22,117.28,115.17,116.71,13768000,105.16,0.017701412,103.83,100.154,Undefined
8/28/2018,2018,8,28,Tuesday,34,2018-34,117,117.03,115.97,116.14,8302600,104.65,-0.004883692,103.7235714,100.308,Undefined
8/29/2018,2018,8,29,Wednesday,34,2018-34,116.35,116.37,115.36,115.76,7221700,104.31,-0.003271919,103.6514286,100.4664,Undefined
8/30/2018,2018,8,30,Thursday,34,2018-34,115.59,116.04,114.98,115.19,8991800,103.79,-0.004923989,103.6164286,100.6146,Undefined
8/31/2018,2018,8,31,Friday,34,2018-34,114.83,114.84,113.82,114.58,13065700,103.24,-0.005295812,103.6607143,100.7524,Undefined
9/4/2018,2018,9,4,Tuesday,35,2018-35,114.34,115.24,113.63,115.15,10174200,103.76,0.004974921,103.6928571,100.9322,Undefined
9/5/2018,2018,9,5,Wednesday,35,2018-35,115,115.7,114.25,114.59,11462400,103.25,-0.004863381,103.75,101.119,Undefined
9/6/2018,2018,9,6,Thursday,35,2018-35,114.5,114.7,113.5,114.1,9877600,102.81,-0.004276006,103.7064286,101.2956,Undefined
9/7/2018,2018,9,7,Friday,35,2018-35,114.5,114.77,113.63,114.32,10955600,103.01,0.001928125,103.6771429,101.5054,Undefined
9/10/2018,2018,9,10,Monday,36,2018-36,114.85,114.97,113.66,113.71,8276900,102.46,-0.005336115,103.6185714,101.6738,Undefined
9/11/2018,2018,9,11,Tuesday,36,2018-36,113.54,114.58,113.18,114.43,9333800,103.11,0.006332148,103.5614286,101.8684,Undefined
9/12/2018,2018,9,12,Wednesday,36,2018-36,114.25,114.88,112.85,113.08,10800800,101.89,-0.011797617,103.4392857,102.0228,Undefined
9/13/2018,2018,9,13,Thursday,36,2018-36,113.37,114.13,112.67,113.52,12470800,102.29,0.003890959,103.3614286,102.2114,Undefined
9/14/2018,2018,9,14,Friday,36,2018-36,113.81,114.49,113.23,113.5,10337900,102.27,-0.000176024,103.2857143,102.3876,Undefined
9/17/2018,2018,9,17,Monday,37,2018-37,113.79,114.43,113.3,113.84,9561300,102.58,0.002995466,103.1014286,102.5638,Undefined
9/18/2018,2018,9,18,Tuesday,37,2018-37,114.33,114.66,113.56,114.3,7944200,102.99,0.004040809,102.9828571,102.6902,Undefined
9/19/2018,2018,9,19,Wednesday,37,2018-37,114.44,118.06,114.44,117.62,16052800,105.98,0.029046383,103.1021429,102.8884,Undefined
9/20/2018,2018,9,20,Thursday,37,2018-37,118.5,119.24,118.08,118.63,15590000,106.89,0.008587039,103.3235714,103.109,Undefined
9/21/2018,2018,9,21,Friday,37,2018-37,119.13,119.23,117.74,117.85,24788200,106.19,-0.00657514,103.5342857,103.3072,Undefined
9/24/2018,2018,9,24,Monday,38,2018-38,117.76,118.46,116.43,116.72,12492500,105.17,-0.009588408,103.635,103.4938,Undefined
9/25/2018,2018,9,25,Tuesday,38,2018-38,117.04,117.97,116.32,116.39,9308300,104.88,-0.00282723,103.7514286,103.5986,Undefined
9/26/2018,2018,9,26,Wednesday,38,2018-38,116.75,116.87,114.66,115.02,14023600,103.64,-0.011770847,103.8107143,103.68,Undefined
9/27/2018,2018,9,27,Thursday,38,2018-38,115.42,115.76,114.16,114.52,13283000,103.19,-0.004347031,103.8235714,103.7338,Undefined
9/28/2018,2018,9,28,Friday,38,2018-38,113.65,114.24,112.52,112.84,15815100,101.68,-0.014670184,103.7678571,103.787,Undefined
10/1/2018,2018,10,1,Monday,39,2018-39,113.37,114.61,113.04,113.5,10146300,102.27,0.005849265,103.7078571,103.827,Undefined
10/2/2018,2018,10,2,Tuesday,39,2018-39,113.36,114.12,112.81,113.97,13753100,102.69,0.00414094,103.765,103.838,Undefined
10/3/2018,2018,10,3,Wednesday,39,2018-39,114.94,115.66,114.48,115.04,17142000,103.66,0.009388478,103.8628571,103.854,Undefined
10/4/2018,2018,10,4,Thursday,39,2018-39,114.55,116.81,114.21,115.27,16357400,104.59,0.009016025,104.0285714,103.87,Undefined
10/5/2018,2018,10,5,Friday,39,2018-39,115.83,116.1,114.02,114.62,13777600,104,-0.005638943,104.13,103.8802,Undefined
10/8/2018,2018,10,8,Monday,40,2018-40,114.25,115.78,113.35,115.32,14370900,104.64,0.0061071,104.2478571,103.882,Undefined
10/9/2018,2018,10,9,Tuesday,40,2018-40,114.67,115.03,113.67,114.52,14069500,103.91,-0.00693724,104.1,103.8566,Undefined
10/10/2018,2018,10,10,Wednesday,40,2018-40,114.7,114.95,111.47,111.47,23086400,101.15,-0.026632977,103.69,103.808,Undefined
10/11/2018,2018,10,11,Thursday,40,2018-40,110.97,111.47,107.38,108.13,33705600,98.12,-0.029963048,103.1135714,103.686,Undefined
10/12/2018,2018,10,12,Friday,40,2018-40,110.37,110.83,105.6,106.95,32075700,97.04,-0.010912874,102.5328571,103.5336,Undefined
10/15/2018,2018,10,15,Monday,41,2018-41,107.2,108.85,106.32,106.34,18903200,96.49,-0.005703631,101.9335714,103.3532,Undefined
10/16/2018,2018,10,16,Tuesday,41,2018-41,107.16,108.78,106.73,108.62,19302800,98.56,0.021440643,101.5707143,103.2138,Undefined
10/17/2018,2018,10,17,Wednesday,41,2018-41,108.38,110.8,108.23,109.83,18794500,99.66,0.011139686,101.3185714,103.0886,Undefined
10/18/2018,2018,10,18,Thursday,41,2018-41,109.02,109.84,107.81,108.09,17582500,98.08,-0.015842599,101.0614286,102.9274,Undefined
10/19/2018,2018,10,19,Friday,41,2018-41,107.65,109.22,107.27,107.91,15234500,97.92,-0.00166514,100.7507143,102.7794,Undefined
10/22/2018,2018,10,22,Monday,42,2018-42,108.15,108.34,106.11,106.36,16199100,96.51,-0.014363914,100.3092857,102.624,Undefined
10/23/2018,2018,10,23,Tuesday,42,2018-42,104.2,106.16,103.7,105.25,21407500,95.5,-0.010436281,99.72642857,102.4816,Undefined
10/24/2018,2018,10,24,Wednesday,42,2018-42,104.76,105.03,102.91,103.29,23168900,93.72,-0.018622331,98.95,102.2898,Undefined
10/25/2018,2018,10,25,Thursday,42,2018-42,104.18,105.9,103.72,104.86,17464700,95.15,0.01520005,98.31785714,102.1438,Undefined
10/26/2018,2018,10,26,Friday,42,2018-42,104,104.56,102.73,103.42,19174900,93.84,-0.013732654,97.54642857,101.9522,Undefined
10/29/2018,2018,10,29,Monday,43,2018-43,104.46,106.63,103.7,104.85,18445200,95.14,0.013827117,96.92,101.7866,Undefined
10/30/2018,2018,10,30,Tuesday,43,2018-43,105.71,106.98,104.86,106.7,18019700,96.82,0.017644138,96.61071429,101.6574,Undefined
10/31/2018,2018,10,31,Wednesday,43,2018-43,108.08,110.48,107.79,109.02,20860000,98.92,0.021743244,96.66785714,101.5576,Undefined
11/1/2018,2018,11,1,Thursday,43,2018-43,109.62,110.22,108.32,108.98,13065000,98.89,-0.000366806,96.8,101.4634,Undefined
11/2/2018,2018,11,2,Friday,43,2018-43,109.9,110.81,107.49,108.38,19009200,98.34,-0.005505884,96.93214286,101.3626,Undefined
11/5/2018,2018,11,5,Monday,44,2018-44,108.61,109.29,108.42,109.09,10276400,98.99,0.006551196,96.96285714,101.2758,Undefined
11/6/2018,2018,11,6,Tuesday,44,2018-44,108.67,109.67,107.76,109.6,10825000,99.45,0.004675087,96.94785714,101.1616,Undefined
11/7/2018,2018,11,7,Wednesday,44,2018-44,110.37,111.73,109.35,111.48,12679600,101.15,0.017153331,97.16714286,101.0916,Undefined
11/8/2018,2018,11,8,Thursday,44,2018-44,111.01,112.93,111,112.38,11662500,101.97,0.008073128,97.45642857,101.0448,Undefined
11/9/2018,2018,11,9,Friday,44,2018-44,112.23,112.36,110.83,111.29,10432200,100.98,-0.009699159,97.77571429,100.9886,Undefined
11/12/2018,2018,11,12,Monday,45,2018-45,111.42,111.94,108.6,108.95,13279700,98.86,-0.021026209,98.01571429,100.901,Undefined
11/13/2018,2018,11,13,Tuesday,45,2018-45,109.1,111.12,109.1,109.59,13746100,99.44,0.005874211,98.42428571,100.8146,Undefined
11/14/2018,2018,11,14,Wednesday,45,2018-45,110.23,110.71,105.98,107.33,18361400,97.39,-0.020622274,98.58428571,100.6974,Undefined
11/15/2018,2018,11,15,Thursday,45,2018-45,108.24,110.08,106.81,110.07,19100000,99.88,0.025528741,99.01571429,100.6388,Undefined
11/16/2018,2018,11,16,Friday,45,2018-45,109.45,110.76,108.55,109.99,13798600,99.8,-0.000726843,99.34857143,100.5746,Undefined
11/19/2018,2018,11,19,Monday,46,2018-46,109.96,111.2,109.53,110.83,13987000,100.56,0.007637059,99.61571429,100.5366,Undefined
11/20/2018,2018,11,20,Tuesday,46,2018-46,109.78,110.49,107.98,108.45,18936200,98.41,-0.02147422,99.57928571,100.4426,Undefined
