Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Label
11/21/2018,2018,11,21,Wednesday,46,2018-46,109.03,109.61,107.64,107.64,10619600,97.67,-0.007468955,99.49214286,100.3582,Undefined
11/23/2018,2018,11,23,Friday,46,2018-46,106.74,107.39,106.06,106.65,6488400,96.77,-0.009197262,99.38,100.2478,Undefined
11/26/2018,2018,11,26,Monday,47,2018-47,107.72,109.98,107.45,109.26,13948300,99.14,0.024472663,99.39071429,100.1852,Undefined
11/27/2018,2018,11,27,Tuesday,47,2018-47,108.76,110.03,108.63,109.72,9238200,99.56,0.00421008,99.39857143,100.1248,Undefined
11/28/2018,2018,11,28,Wednesday,47,2018-47,109.8,111.4,108.87,110.94,13977300,100.66,0.011119197,99.36357143,100.0782,Undefined
11/29/2018,2018,11,29,Thursday,47,2018-47,110.27,110.8,109.64,110.06,11144300,99.87,-0.007932346,99.21357143,99.956,Undefined
11/30/2018,2018,11,30,Friday,47,2018-47,109.85,111.32,109.58,111.19,18652700,100.89,0.010267334,99.20714286,99.836,Undefined
12/3/2018,2018,12,3,Monday,48,2018-48,112.38,112.89,111.74,112.24,16034500,101.84,0.009443087,99.42,99.749,Undefined
12/4/2018,2018,12,4,Tuesday,48,2018-48,111.6,111.6,106.73,107.23,23555900,97.3,-0.044636425,99.26714286,99.5916,Undefined
12/6/2018,2018,12,6,Thursday,48,2018-48,105.01,105.36,102.88,105.19,27213900,95.45,-0.019024406,99.12857143,99.403,Undefined
12/7/2018,2018,12,7,Friday,48,2018-48,105.16,106.98,102.91,103.29,19248600,93.72,-0.018062708,98.68857143,99.2046,Undefined
12/10/2018,2018,12,10,Monday,49,2018-49,102.87,103.49,99.28,101.36,23636400,91.97,-0.018685255,98.12928571,98.9802,Undefined
12/11/2018,2018,12,11,Tuesday,49,2018-49,103.13,103.66,100.21,100.37,16860700,91.07,-0.009767183,97.45142857,98.768,Undefined
12/12/2018,2018,12,12,Wednesday,49,2018-49,101.66,102.9,100.06,101.02,22621500,91.66,0.006476216,96.96928571,98.5558,Undefined
12/13/2018,2018,12,13,Thursday,49,2018-49,101.55,101.97,100.67,101.12,17250900,91.75,0.000989968,96.54642857,98.337,Undefined
12/14/2018,2018,12,14,Friday,49,2018-49,99.99,101.94,99.86,100.29,19879500,91,-0.008208345,96.13428571,98.0838,Undefined
12/17/2018,2018,12,17,Monday,50,2018-50,99.77,100.56,98.44,99.01,25113500,89.84,-0.012762978,95.47,97.7888,Undefined
12/18/2018,2018,12,18,Tuesday,50,2018-50,99.42,100.89,98.12,98.54,20837200,89.41,-0.004746987,94.745,97.497,Undefined
12/19/2018,2018,12,19,Wednesday,50,2018-50,98.41,100.58,96.6,97.29,28767900,88.28,-0.012685106,93.86071429,97.1698,Undefined
12/20/2018,2018,12,20,Thursday,50,2018-50,96.61,98.28,95.69,96.45,31825200,87.52,-0.008634068,92.97857143,96.842,Undefined
12/21/2018,2018,12,21,Friday,50,2018-50,96.68,98.43,93.69,94.17,41313900,85.45,-0.023639171,91.87571429,96.528,Undefined
12/24/2018,2018,12,24,Monday,51,2018-51,92.89,94.22,92.14,92.14,17009300,83.61,-0.021556651,90.57357143,96.2378,Undefined
12/26/2018,2018,12,26,Wednesday,51,2018-51,92.69,95.96,91.11,95.96,22542900,87.07,0.041458489,89.84285714,96.0384,Undefined
12/27/2018,2018,12,27,Thursday,51,2018-51,94.82,97.15,93.55,97.04,20304700,88.05,0.011254717,89.31428571,95.8696,Undefined
12/28/2018,2018,12,28,Friday,51,2018-51,97.95,98.32,96.44,96.83,17963300,87.86,-0.002163818,88.89571429,95.6556,Undefined
12/31/2018,2018,12,31,Monday,52,2018-52,97.59,98.81,96.77,97.62,13237200,88.58,0.008158681,88.65357143,95.434,Undefined
1/2/2019,2019,1,2,Wednesday,0,2019-00,95.95,99.78,95.94,99.31,15670900,90.11,0.017311824,88.585,95.2746,Undefined
1/3/2019,2019,1,3,Thursday,0,2019-00,98.64,98.89,96.69,97.11,16286400,88.83,-0.014211741,88.38285714,95.0928,Undefined
1/4/2019,2019,1,4,Friday,0,2019-00,99.11,100.93,98.28,100.69,16935200,92.11,0.036865344,88.40857143,95.0048,Undefined
1/7/2019,2019,1,7,Monday,1,2019-01,100.43,101.47,99.71,100.76,15430700,92.17,0.000695132,88.49214286,94.9382,Undefined
1/8/2019,2019,1,8,Tuesday,1,2019-01,101.63,101.82,99.55,100.57,13578800,92,-0.00188537,88.64642857,94.9038,Undefined
1/9/2019,2019,1,9,Wednesday,1,2019-01,100.81,101.49,99.93,100.4,14230300,91.84,-0.001690559,88.82,94.8376,Undefined
1/10/2019,2019,1,10,Thursday,1,2019-01,100.02,100.73,99.27,100.39,14376100,91.83,-9.96E-05,89.07357143,94.7974,Undefined
1/11/2019,2019,1,11,Friday,1,2019-01,99.89,100.17,98.95,99.91,15439900,91.39,-0.00478135,89.35,94.7224,Undefined
1/14/2019,2019,1,14,Monday,2,2019-02,98.87,101.36,98.66,100.94,21258500,92.33,0.010309369,89.84142857,94.6326,Undefined
1/15/2019,2019,1,15,Tuesday,2,2019-02,98.89,102.47,98.6,101.68,26504900,93.01,0.007330963,90.51285714,94.5144,Undefined
1/16/2019,2019,1,16,Wednesday,2,2019-02,102.25,103.45,101.8,102.5,18533000,93.76,0.008064488,90.99071429,94.4118,Undefined
1/17/2019,2019,1,17,Thursday,2,2019-02,102.11,103.5,101.92,102.92,14247600,94.15,0.004097549,91.42642857,94.328,Undefined
1/18/2019,2019,1,18,Friday,2,2019-02,103.77,104.9,102.83,104.59,16428700,95.67,0.016226146,91.98428571,94.2616,Undefined
1/22/2019,2019,1,22,Tuesday,3,2019-03,103.08,103.59,102.13,102.94,17083700,94.16,-0.015775676,92.38285714,94.1558,Undefined
1/23/2019,2019,1,23,Wednesday,3,2019-03,103.44,103.7,101.97,102.68,12146700,93.93,-0.002525867,92.65571429,94.0114,Undefined
1/24/2019,2019,1,24,Thursday,3,2019-03,102.13,103.09,101.94,102.74,11296800,93.98,0.000584268,93.02357143,93.8516,Undefined
1/25/2019,2019,1,25,Friday,3,2019-03,103.51,104.31,102.74,103.39,14369400,94.58,0.006326757,93.2,93.7236,Undefined
1/28/2019,2019,1,28,Monday,4,2019-04,102.89,104.24,102.59,103.88,12283100,95.02,0.004739174,93.40357143,93.6468,Undefined
1/29/2019,2019,1,29,Tuesday,4,2019-04,103.88,105.11,103.73,104.17,9743300,95.29,0.002791811,93.63857143,93.5638,Undefined
1/30/2019,2019,1,30,Wednesday,4,2019-04,104.14,105.24,103.78,104.41,12526300,95.51,0.002303965,93.90071429,93.5262,Undefined
1/31/2019,2019,1,31,Thursday,4,2019-04,103.41,103.8,102.73,103.5,17520600,94.68,-0.008715787,94.10428571,93.4222,Undefined
2/1/2019,2019,2,1,Friday,4,2019-04,104,104.85,103.52,103.88,13000800,95.02,0.003671479,94.36357143,93.3266,Undefined
2/4/2019,2019,2,4,Monday,5,2019-05,103.79,104.25,103.01,104.25,9871500,95.36,0.003561782,94.58,93.2226,Undefined
2/5/2019,2019,2,5,Tuesday,5,2019-05,104.52,104.55,103.29,103.79,12763000,94.94,-0.004412385,94.71785714,93.1532,Undefined
2/6/2019,2019,2,6,Wednesday,5,2019-05,103.71,104.62,103.47,103.74,8745000,94.9,-0.000481509,94.79928571,93.0978,Undefined
2/7/2019,2019,2,7,Thursday,5,2019-05,103.25,103.5,101.44,102.38,13177500,93.65,-0.013109997,94.76357143,93.0354,Undefined
2/8/2019,2019,2,8,Friday,5,2019-05,102.08,102.34,100.06,101.36,12892600,92.72,-0.009962646,94.55285714,92.907,Undefined
2/11/2019,2019,2,11,Monday,6,2019-06,101.76,102.01,100.77,100.88,10978500,92.28,-0.004735675,94.41857143,92.7614,Undefined
2/12/2019,2019,2,12,Tuesday,6,2019-06,101.95,102.92,101.89,102.6,12852300,93.85,0.01705,94.41285714,92.6252,Undefined
2/13/2019,2019,2,13,Wednesday,6,2019-06,102.9,103.85,102.9,103.09,10754100,94.3,0.004775665,94.43571429,92.5138,Undefined
2/14/2019,2019,2,14,Thursday,6,2019-06,102.47,103.1,101.35,102.42,11518500,93.69,-0.006499043,94.37214286,92.3698,Undefined
2/15/2019,2019,2,15,Friday,6,2019-06,103.9,105.7,103.66,105.55,14716900,96.55,0.030560383,94.48142857,92.264,Undefined
2/19/2019,2019,2,19,Tuesday,7,2019-07,104.91,105.37,103.81,105.18,12764900,96.21,-0.003505428,94.54714286,92.2422,Undefined
2/20/2019,2019,2,20,Wednesday,7,2019-07,105.21,105.8,104.88,105.69,10030300,96.68,0.004848833,94.63071429,92.2668,Undefined
2/21/2019,2019,2,21,Thursday,7,2019-07,105.45,105.99,104.96,105.47,8400100,96.48,-0.002081516,94.75928571,92.322,Undefined
2/22/2019,2019,2,22,Friday,7,2019-07,105.7,106.09,104.78,105,10647300,96.05,-0.004456239,94.83285714,92.4036,Undefined
2/25/2019,2019,2,25,Monday,8,2019-08,105.75,107.27,105.69,106.1,11230700,97.05,0.010476129,94.95357143,92.5232,Undefined
2/26/2019,2019,2,26,Tuesday,8,2019-08,104.5,105.47,103.94,105.29,15465400,96.31,-0.007634358,95.05142857,92.6162,Undefined
2/27/2019,2019,2,27,Wednesday,8,2019-08,105.18,105.38,104.51,105.16,9968800,96.19,-0.001234627,95.14357143,92.705,Undefined
2/28/2019,2019,2,28,Thursday,8,2019-08,105.01,105.21,104.18,104.36,15156900,95.46,-0.007607505,95.27285714,92.7942,Undefined
3/1/2019,2019,3,1,Friday,8,2019-08,105.1,105.91,104.2,104.43,13813300,95.53,0.000670766,95.47357143,92.908,Undefined
3/4/2019,2019,3,4,Monday,9,2019-09,104.92,105.92,103.27,104.19,12466300,95.31,-0.002298149,95.69,93.026,Undefined
3/5/2019,2019,3,5,Tuesday,9,2019-09,104.13,104.55,103.26,104.11,10856600,95.23,-0.000767841,95.78857143,93.165,Undefined
3/6/2019,2019,3,6,Wednesday,9,2019-09,103.86,104.57,103.55,103.72,9070800,94.88,-0.003746021,95.83,93.3122,Undefined
3/7/2019,2019,3,7,Thursday,9,2019-09,103.25,103.47,102.16,102.97,12705700,94.19,-0.007230968,95.86571429,93.487,Undefined
3/8/2019,2019,3,8,Friday,9,2019-09,101.99,103.23,101.99,103.01,10582400,94.23,0.00038855,95.7,93.6994,Undefined
3/11/2019,2019,3,11,Monday,10,2019-10,103.98,104.55,103.66,104.35,9763200,95.45,0.013008259,95.64571429,93.867,Undefined
3/12/2019,2019,3,12,Tuesday,10,2019-10,104.59,104.79,103.75,104.04,10219100,95.17,-0.002970742,95.53785714,94.0094,Undefined
3/13/2019,2019,3,13,Wednesday,10,2019-10,104.19,104.98,103.95,104.39,13022200,95.49,0.003364148,95.46714286,94.162,Undefined
3/14/2019,2019,3,14,Thursday,10,2019-10,104.5,105.87,104.46,105.34,10926500,96.36,0.009100402,95.48928571,94.3176,Undefined
3/15/2019,2019,3,15,Friday,10,2019-10,105.41,106.8,105.23,106.55,24811700,97.47,0.01148673,95.51928571,94.4648,Undefined
3/18/2019,2019,3,18,Monday,11,2019-11,106.55,107.79,106.5,107.19,12935500,98.05,0.006006592,95.64357143,94.6492,Undefined
3/19/2019,2019,3,19,Tuesday,11,2019-11,108.2,108.4,106.55,106.8,12889300,97.7,-0.003638616,95.75142857,94.761,Undefined
3/20/2019,2019,3,20,Wednesday,11,2019-11,106.43,106.65,104.41,104.52,14920700,95.61,-0.021348209,95.76214286,94.8298,Undefined
3/21/2019,2019,3,21,Thursday,11,2019-11,103.49,103.49,102.28,102.87,19751000,94.1,-0.01578656,95.66,94.8718,Undefined
3/22/2019,2019,3,22,Friday,11,2019-11,101.82,102.32,99.52,99.76,31115200,91.26,-0.030232117,95.37071429,94.8602,Undefined
3/25/2019,2019,3,25,Monday,12,2019-12,99.59,100.57,98.09,98.93,21032300,90.5,-0.008319941,95.03285714,94.8336,Undefined
3/26/2019,2019,3,26,Tuesday,12,2019-12,99.82,100.4,98.82,99.92,15987100,91.4,0.010006906,94.78428571,94.8338,Undefined
3/27/2019,2019,3,27,Wednesday,12,2019-12,99.88,100.45,99.08,99.58,12753200,91.09,-0.003402613,94.56285714,94.809,Undefined
3/28/2019,2019,3,28,Thursday,12,2019-12,100,100.8,99.74,100.71,12454100,92.12,0.0113476,94.41214286,94.7912,Undefined
3/29/2019,2019,3,29,Friday,12,2019-12,101.54,101.99,100.59,101.23,14523400,92.6,0.005163345,94.20857143,94.768,Undefined
4/1/2019,2019,4,1,Monday,13,2019-13,102.15,104.68,102.12,104.64,17499300,95.72,0.033685741,94.24785714,94.7994,Undefined
4/2/2019,2019,4,2,Tuesday,13,2019-13,104.6,105.44,104.33,105.14,10295400,96.18,0.004778129,94.29714286,94.8096,Undefined
4/3/2019,2019,4,3,Wednesday,13,2019-13,105.81,106.36,104.79,105.35,11499200,96.37,0.001997291,94.29785714,94.8538,Undefined
4/4/2019,2019,4,4,Thursday,13,2019-13,104.55,105.73,104.45,105.56,11952100,97.3,0.009660643,94.28571429,94.9212,Undefined
4/5/2019,2019,4,5,Friday,13,2019-13,105.8,106.11,104.99,105.31,9933700,97.07,-0.002368411,94.21571429,94.983,Undefined
4/8/2019,2019,4,8,Monday,14,2019-14,105.11,105.65,104.91,105.65,8056300,97.38,0.003228702,94.19285714,95.039,Undefined
4/9/2019,2019,4,9,Tuesday,14,2019-14,105.08,105.2,104.25,104.87,9092200,96.66,-0.007383022,94.26785714,95.0718,Undefined
4/10/2019,2019,4,10,Wednesday,14,2019-14,105.13,105.72,104.47,105.34,10882300,97.1,0.00448172,94.48214286,95.108,Undefined
4/11/2019,2019,4,11,Thursday,14,2019-14,105.71,106.73,105.56,106.23,11183800,97.92,0.008448934,94.95785714,95.1562,Undefined
4/12/2019,2019,4,12,Friday,14,2019-14,109.44,111.85,108.88,111.21,25834100,102.51,0.046879429,95.81571429,95.3128,Undefined
4/15/2019,2019,4,15,Monday,15,2019-15,110.92,111,109.12,109.94,15163800,101.34,-0.011420016,96.52571429,95.4392,Undefined
4/16/2019,2019,4,16,Tuesday,15,2019-15,109.9,111.39,109.86,111.1,11583200,102.41,0.010551295,97.33428571,95.5802,Undefined
4/17/2019,2019,4,17,Wednesday,15,2019-15,111.7,114.66,111.01,114.3,17791900,105.36,0.028803006,98.28,95.7886,Undefined
4/18/2019,2019,4,18,Thursday,15,2019-15,114.53,114.95,113.33,113.46,12501900,104.58,-0.007349085,99.13571429,95.9822,Undefined
4/22/2019,2019,4,22,Monday,16,2019-16,112.83,113.93,112.66,113.6,7975900,104.71,0.001233758,99.77785714,96.2034,Undefined
4/23/2019,2019,4,23,Tuesday,16,2019-16,113,114.37,112.85,113.74,9193100,104.84,0.00123231,100.3964286,96.4458,Undefined
4/24/2019,2019,4,24,Wednesday,16,2019-16,113.26,114.15,112.81,113.55,9245700,104.66,-0.001670264,100.9885714,96.6934,Undefined
4/25/2019,2019,4,25,Thursday,16,2019-16,113.01,114.15,112.5,113.61,9311800,104.72,0.000528334,101.5185714,96.9108,Undefined
4/26/2019,2019,4,26,Friday,16,2019-16,113.95,114.58,113.6,114.47,7889300,105.51,0.007569738,102.1214286,97.135,Undefined
4/29/2019,2019,4,29,Monday,17,2019-17,114.6,117.16,114.45,116.12,14242200,107.03,0.014414298,102.8107143,97.4018,Undefined
4/30/2019,2019,4,30,Tuesday,17,2019-17,116.43,116.72,115.26,116.05,11389100,106.97,-0.00060289,103.5471429,97.6102,Undefined
5/1/2019,2019,5,1,Wednesday,17,2019-17,115.72,117,115.11,115.16,10412900,106.15,-0.007668986,104.1935714,97.809,Undefined
5/2/2019,2019,5,2,Thursday,17,2019-17,115.17,115.78,114.58,115.41,8613300,106.38,0.002170831,104.7978571,98.003,Undefined
5/3/2019,2019,5,3,Friday,17,2019-17,116,116.68,115.67,116.12,8185400,107.03,0.006151984,105.1207143,98.214,Undefined
5/6/2019,2019,5,6,Monday,18,2019-18,114.18,115.47,113.72,115.09,9387000,106.08,-0.008870214,105.4592857,98.4146,Undefined
5/7/2019,2019,5,7,Tuesday,18,2019-18,114.03,114.03,112.29,113.21,15017700,104.35,-0.016334973,105.5978571,98.5606,Undefined
5/8/2019,2019,5,8,Wednesday,18,2019-18,112.66,113.67,112.46,112.61,9575800,103.8,-0.005299867,105.4864286,98.7104,Undefined
5/9/2019,2019,5,9,Thursday,18,2019-18,111.14,112.74,110.58,112.52,12205900,103.72,-0.000799117,105.425,98.861,Undefined
5/10/2019,2019,5,10,Friday,18,2019-18,111.75,112.84,110.54,112.51,13189000,103.71,-8.90E-05,105.3535714,99.026,Undefined
5/13/2019,2019,5,13,Monday,19,2019-19,110.08,110.45,108.98,109.45,13783700,100.89,-0.027197571,105.0714286,99.1332,Undefined
5/14/2019,2019,5,14,Tuesday,19,2019-19,109.55,111.72,109.5,110.32,10503600,101.69,0.007948955,104.8592857,99.2608,Undefined
5/15/2019,2019,5,15,Wednesday,19,2019-19,109.21,110.9,108.61,109.9,10142000,101.3,-0.003807221,104.615,99.3822,Undefined
5/16/2019,2019,5,16,Thursday,19,2019-19,110.62,112.17,110.59,111.31,9672700,102.6,0.012829865,104.4071429,99.5366,Undefined
5/17/2019,2019,5,17,Friday,19,2019-19,110,111.75,109.83,110.77,9570100,102.1,-0.004851292,104.055,99.6948,Undefined
5/20/2019,2019,5,20,Monday,20,2019-20,110.58,111.81,110.37,111.35,8518200,102.64,0.005236004,103.7457143,99.863,Undefined
5/21/2019,2019,5,21,Tuesday,20,2019-20,111.44,111.92,111.22,111.73,7967900,102.99,0.003412673,103.52,100.0138,Undefined
5/22/2019,2019,5,22,Wednesday,20,2019-20,111.4,111.79,110.75,110.82,7918900,102.15,-0.008144781,103.2178571,100.1534,Undefined
5/23/2019,2019,5,23,Thursday,20,2019-20,109.64,109.79,107.5,108.64,14558000,100.14,-0.019671274,102.7257143,100.2464,Undefined
5/24/2019,2019,5,24,Friday,20,2019-20,109.52,109.96,109.19,109.71,8537300,101.13,0.009848928,102.3721429,100.3418,Undefined
5/28/2019,2019,5,28,Tuesday,21,2019-21,109.2,109.83,108.44,108.52,11665500,100.03,-0.010846828,102.0635714,100.393,Undefined
5/29/2019,2019,5,29,Wednesday,21,2019-21,107.45,108.4,107.06,108.22,9966400,99.75,-0.002764344,101.7742857,100.427,Undefined
5/30/2019,2019,5,30,Thursday,21,2019-21,108.65,109.18,106.54,107.06,10367800,98.68,-0.010718914,101.4142857,100.4466,Undefined
5/31/2019,2019,5,31,Friday,21,2019-21,105.56,106.59,104.84,105.96,10952800,97.67,-0.010274693,100.9828571,100.4878,Undefined
6/3/2019,2019,6,3,Monday,22,2019-22,105.8,106.86,105.3,106.46,11680700,98.13,0.004718707,100.7857143,100.5684,Undefined
6/4/2019,2019,6,4,Tuesday,22,2019-22,107.85,109.9,107.13,109.74,12858600,101.15,0.03080973,100.7471429,100.7662,Undefined
6/5/2019,2019,6,5,Wednesday,22,2019-22,109.86,110.38,108.64,110.13,8340500,101.51,0.003553778,100.7621429,100.9864,Undefined
6/6/2019,2019,6,6,Thursday,22,2019-22,110.15,110.87,108.93,110.37,8726700,101.73,0.002179416,100.7,101.193,Undefined
6/7/2019,2019,6,7,Friday,22,2019-22,109.7,110.02,108.96,109.16,10618900,100.62,-0.010963075,100.5942857,101.3836,Undefined
6/10/2019,2019,6,10,Monday,23,2019-23,110.75,111.21,110.22,110.34,11380600,101.71,0.010809729,100.5278571,101.5754,Undefined
6/11/2019,2019,6,11,Tuesday,23,2019-23,110.82,111.57,110.37,110.68,9847700,102.02,0.003081442,100.4585714,101.7638,Undefined
6/12/2019,2019,6,12,Wednesday,23,2019-23,110.7,110.9,108.89,109.27,9670500,100.72,-0.012739523,100.3564286,101.8638,Undefined
6/13/2019,2019,6,13,Thursday,23,2019-23,109.46,110.16,109.05,109.54,8406900,100.97,0.002470931,100.4157143,101.9596,Undefined
6/14/2019,2019,6,14,Friday,23,2019-23,109.57,110.3,108.63,109.82,9077400,101.23,0.002556196,100.4228571,102.0568,Undefined
6/17/2019,2019,6,17,Monday,24,2019-24,109.7,110.37,109.06,109.22,8128600,100.67,-0.005463542,100.4685714,102.1242,Undefined
6/18/2019,2019,6,18,Tuesday,24,2019-24,109.01,111.41,108.98,110.71,11057300,102.05,0.013642117,100.6328571,102.2238,Undefined
6/19/2019,2019,6,19,Wednesday,24,2019-24,110.82,111.59,109.7,109.91,13126500,101.31,-0.007225838,100.8207143,102.3024,Undefined
6/20/2019,2019,6,20,Thursday,24,2019-24,110.88,111.09,109.03,110.19,13638000,101.57,0.002547515,101.0992857,102.4006,Undefined
6/21/2019,2019,6,21,Friday,24,2019-24,110.19,111.67,109.09,109.44,27089500,100.88,-0.006806533,101.2957143,102.4762,Undefined
6/24/2019,2019,6,24,Monday,25,2019-25,109.28,109.77,108.54,108.66,13039600,100.16,-0.007127116,101.225,102.521,Undefined
6/25/2019,2019,6,25,Tuesday,25,2019-25,108.68,108.98,107.67,107.76,18660100,99.33,-0.008282726,101.0692857,102.4574,Undefined
6/26/2019,2019,6,26,Wednesday,25,2019-25,108.3,109.31,108.16,108.48,10324600,99.99,0.006681506,100.945,102.4304,Undefined
6/27/2019,2019,6,27,Thursday,25,2019-25,108.84,109.55,108.44,108.84,10906600,100.32,0.003318466,100.9235714,102.3886,Undefined
6/28/2019,2019,6,28,Friday,25,2019-25,111.04,112.43,110.9,111.8,21634700,103.05,0.027195914,101.0192857,102.3424,Undefined
7/1/2019,2019,7,1,Monday,26,2019-26,113.23,114.52,113.08,113.68,12724500,104.78,0.016815818,101.2164286,102.3464,Undefined
7/2/2019,2019,7,2,Tuesday,26,2019-26,113.51,114.2,113.22,113.8,10174900,104.89,0.001055678,101.5142857,102.35,Undefined
7/3/2019,2019,7,3,Wednesday,26,2019-26,113.34,113.87,112.26,112.82,6849400,104.73,-0.001593012,101.7828571,102.3478,Undefined
7/5/2019,2019,7,5,Friday,26,2019-26,113.51,114.27,112.92,113.49,7929400,105.35,0.005938561,102.0771429,102.3616,Undefined
7/8/2019,2019,7,8,Monday,27,2019-27,112.96,113.48,112.5,112.87,6917200,104.77,-0.005462974,102.37,102.3626,Undefined
7/9/2019,2019,7,9,Tuesday,27,2019-27,112.28,113.49,112.15,113.35,8947300,105.22,0.004252683,102.5964286,102.3568,Undefined
7/10/2019,2019,7,10,Wednesday,27,2019-27,113.37,113.83,112.74,113.02,9242300,104.91,-0.002911311,102.8535714,102.3144,Undefined
7/11/2019,2019,7,11,Thursday,27,2019-27,113.37,114.36,113.12,114.1,11595200,105.92,0.009555874,103.1642857,102.2934,Undefined
7/12/2019,2019,7,12,Friday,27,2019-27,114.13,115.35,113.93,115.3,10783400,107.03,0.010516953,103.6035714,102.311,Undefined
7/15/2019,2019,7,15,Monday,28,2019-28,115.54,115.57,113.53,113.9,12946600,105.73,-0.012142164,104.0014286,102.298,Undefined
7/16/2019,2019,7,16,Tuesday,28,2019-28,113.48,115.5,112.92,115.12,16945000,106.86,0.010711128,104.5392857,102.2946,Undefined
7/17/2019,2019,7,17,Wednesday,28,2019-28,114.43,114.94,113.73,113.99,13120900,105.81,-0.009815706,104.955,102.2892,Undefined
7/18/2019,2019,7,18,Thursday,28,2019-28,113.93,115.07,113.55,114.67,9397200,106.45,0.005965211,105.3928571,102.3312,Undefined
7/19/2019,2019,7,19,Friday,28,2019-28,114.89,115.12,113.4,113.54,10402800,105.4,-0.009854298,105.5607143,102.3632,Undefined
7/22/2019,2019,7,22,Monday,29,2019-29,112.91,114.45,112.77,114.27,9061100,106.07,0.006429478,105.6528571,102.4102,Undefined
7/23/2019,2019,7,23,Tuesday,29,2019-29,114.88,116.45,114.82,116.36,12752200,108.01,0.018290097,105.8757143,102.4962,Undefined
7/24/2019,2019,7,24,Wednesday,29,2019-29,115.58,116.88,115.52,116.83,10011000,108.45,0.004039029,106.1414286,102.6474,Undefined
7/25/2019,2019,7,25,Thursday,29,2019-29,116.89,117.24,115.32,115.71,10138400,107.41,-0.009586633,106.2885714,102.7618,Undefined
7/26/2019,2019,7,26,Friday,29,2019-29,115.77,116.51,115.53,116.22,12800400,107.88,0.004407779,106.5107143,102.8934,Undefined
7/29/2019,2019,7,29,Monday,30,2019-30,116.46,117.18,115.79,115.85,8500400,107.54,-0.003183534,106.6764286,102.9922,Undefined
7/30/2019,2019,7,30,Tuesday,30,2019-30,115.19,116.08,114.76,115.59,7121100,107.3,-0.002244395,106.8471429,103.0962,Undefined
7/31/2019,2019,7,31,Wednesday,30,2019-30,116.1,116.18,114.86,116,13648000,107.68,0.003547019,106.9728571,103.197,Undefined
8/1/2019,2019,8,1,Thursday,30,2019-30,115.33,116.8,112.6,112.94,15664500,104.84,-0.026379346,106.8164286,103.234,Undefined
8/2/2019,2019,8,2,Friday,30,2019-30,112.4,113.43,111.4,112.93,11025500,104.83,-8.86E-05,106.7521429,103.2876,Undefined
8/5/2019,2019,8,5,Monday,31,2019-31,110.79,110.98,108.27,109.57,15855300,101.71,-0.029752966,106.3842857,103.319,Undefined
8/6/2019,2019,8,6,Tuesday,31,2019-31,110.05,110.5,108.34,110.43,10203500,102.51,0.007848951,106.1485714,103.3466,Undefined
8/7/2019,2019,8,7,Wednesday,31,2019-31,108,108.28,105.94,108.03,17320900,100.28,-0.021733239,105.7078571,103.3516,Undefined
8/8/2019,2019,8,8,Thursday,31,2019-31,109.05,110.08,108.72,109.86,10903300,101.98,0.016939779,105.4635714,103.3962,Undefined
8/9/2019,2019,8,9,Friday,31,2019-31,109.35,110.45,108.29,109.74,9980800,101.87,-0.001092412,105.1635714,103.46,Undefined
8/12/2019,2019,8,12,Monday,32,2019-32,108.44,108.51,107.21,107.68,9393700,99.96,-0.018771588,104.5885714,103.5058,Undefined
8/13/2019,2019,8,13,Tuesday,32,2019-32,107.95,110.33,107.03,109.34,12124700,101.5,0.015416014,104.0921429,103.5732,Undefined
8/14/2019,2019,8,14,Wednesday,32,2019-32,106.3,106.91,104.45,104.8,19491800,97.28,-0.04152177,103.3685714,103.4958,Undefined
8/15/2019,2019,8,15,Thursday,32,2019-32,104.82,106.38,104.34,105.2,13365600,97.65,0.00381677,102.6378571,103.4186,Undefined
8/16/2019,2019,8,16,Friday,32,2019-32,106.37,107.98,105.87,107.72,11830600,99.99,0.023954506,102.0985714,103.3838,Undefined
8/19/2019,2019,8,19,Monday,33,2019-33,109.63,109.75,108.42,108.69,8265400,100.89,0.009004626,101.6407143,103.3892,Undefined
8/20/2019,2019,8,20,Tuesday,33,2019-33,107.85,108.44,107.24,107.31,8374000,99.61,-0.012696689,101.0642857,103.3472,Undefined
8/21/2019,2019,8,21,Wednesday,33,2019-33,108.21,108.43,107.45,107.61,8189300,99.89,0.002795775,100.7107143,103.3046,Undefined
8/22/2019,2019,8,22,Thursday,33,2019-33,108.37,109.27,107.93,108.72,9343400,100.92,0.010314985,100.4314286,103.3086,Undefined
8/23/2019,2019,8,23,Friday,33,2019-33,108,108.78,105.11,106.02,14762300,98.42,-0.024834435,100.1964286,103.2576,Undefined
8/26/2019,2019,8,26,Monday,34,2019-34,106.62,106.99,106.01,106.87,8209500,99.2,0.008017267,99.96,103.217,Undefined
8/27/2019,2019,8,27,Tuesday,34,2019-34,107.35,107.56,104.84,105.74,14331800,98.16,-0.010573445,99.80857143,103.1668,Undefined
8/28/2019,2019,8,28,Wednesday,34,2019-34,105.08,107.21,105.04,106.8,10585500,99.14,0.010024433,99.60571429,103.1086,Undefined
8/29/2019,2019,8,29,Thursday,34,2019-34,108.14,109.89,108.02,109.22,10002200,101.39,0.022659392,99.57142857,103.1102,Undefined
