Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Label_x,Label_y,mean_return,volatility
6/25/2020,2020,6,25,Thursday,25,2020-25,94.35,98.21,94.26,97.96,25743600,93.21,3.486,96.10142857,90.9666,Red,Red,-1.0404,3.5564349143489187
6/26/2020,2020,6,26,Friday,25,2020-25,95.11,95.37,92.0,92.59,41896300,88.1,-5.482,94.68357143,91.0668,Red,Red,-1.0404,3.5564349143489187
6/29/2020,2020,6,29,Monday,26,2020-26,93.4,94.49,92.18,93.0,18499700,88.49,0.443,93.49142857,91.0254,Red,Red,0.2655,0.8254087876117303
6/30/2020,2020,6,30,Tuesday,26,2020-26,92.83,94.66,92.57,94.06,19137000,89.5,1.141,92.67571429,91.0702,Red,Red,0.2655,0.8254087876117303
7/1/2020,2020,7,1,Wednesday,26,2020-26,94.89,95.71,93.03,93.26,18755700,88.74,-0.849,92.40714286,91.1504,Red,Red,0.2655,0.8254087876117303
7/2/2020,2020,7,2,Thursday,26,2020-26,94.74,94.96,91.93,92.66,27845600,89.03,0.327,91.97857143,91.2308,Red,Red,0.2655,0.8254087876117303
7/6/2020,2020,7,6,Monday,27,2020-27,94.43,95.2,93.48,95.0,18625300,91.27,2.516,91.61642857,91.3552,Green,Green,0.8116,3.4134505709032905
7/7/2020,2020,7,7,Tuesday,27,2020-27,93.82,94.1,92.0,92.32,25757200,88.7,-2.816,91.01571429,91.403,Green,Green,0.8116,3.4134505709032905
7/8/2020,2020,7,8,Wednesday,27,2020-27,92.29,93.34,91.8,93.3,18762200,89.64,1.06,90.65714286,91.3952,Green,Green,0.8116,3.4134505709032905
7/9/2020,2020,7,9,Thursday,27,2020-27,93.52,94.12,90.78,91.28,25600800,87.7,-2.164,90.19714286,91.3358,Green,Green,0.8116,3.4134505709032905
7/10/2020,2020,7,10,Friday,27,2020-27,92.0,96.84,91.87,96.27,28954200,92.49,5.462,90.15571429,91.3234,Green,Green,0.8116,3.4134505709032905
7/13/2020,2020,7,13,Monday,28,2020-28,98.73,99.27,96.23,97.65,32079200,93.82,1.438,90.28142857,91.3774,Green,Green,0.3982,1.3701679459102816
7/14/2020,2020,7,14,Tuesday,28,2020-28,98.37,99.95,96.64,98.21,42731700,94.36,0.576,90.36571429,91.49,Green,Green,0.3982,1.3701679459102816
7/15/2020,2020,7,15,Wednesday,28,2020-28,100.89,101.29,98.65,99.73,22508400,95.82,1.547,90.77642857,91.653,Green,Green,0.3982,1.3701679459102816
7/16/2020,2020,7,16,Thursday,28,2020-28,98.78,101.22,98.55,100.01,16886900,96.09,0.282,90.98214286,91.824,Green,Green,0.3982,1.3701679459102816
7/17/2020,2020,7,17,Friday,28,2020-28,100.0,100.08,98.14,98.16,16137700,94.31,-1.852,91.42571429,91.9924,Green,Green,0.3982,1.3701679459102816
7/20/2020,2020,7,20,Monday,29,2020-29,97.43,98.39,97.26,97.3,14458100,93.48,-0.88,91.78214286,92.1262,Green,Green,0.030000000000000072,1.2852060146139996
7/21/2020,2020,7,21,Tuesday,29,2020-29,97.71,100.05,97.64,99.41,17798100,95.51,2.172,92.21142857,92.2724,Green,Green,0.030000000000000072,1.2852060146139996
7/22/2020,2020,7,22,Wednesday,29,2020-29,99.65,100.13,97.53,98.69,14271200,94.82,-0.722,92.64571429,92.4566,Green,Green,0.030000000000000072,1.2852060146139996
7/23/2020,2020,7,23,Thursday,29,2020-29,98.5,99.35,97.97,98.98,12870200,95.1,0.295,93.07928571,92.7024,Green,Green,0.030000000000000072,1.2852060146139996
7/24/2020,2020,7,24,Friday,29,2020-29,99.6,99.8,97.94,98.28,12744200,94.42,-0.715,93.30428571,92.9918,Green,Green,0.030000000000000072,1.2852060146139996
7/27/2020,2020,7,27,Monday,30,2020-30,97.51,97.63,96.17,96.9,11959100,93.1,-1.398,93.61857143,93.1882,Red,Red,-0.31980000000000003,1.9246462532112232
7/28/2020,2020,7,28,Tuesday,30,2020-30,96.5,97.89,96.5,97.32,11754300,93.5,0.43,93.89428571,93.4236,Red,Red,-0.31980000000000003,1.9246462532112232
7/29/2020,2020,7,29,Wednesday,30,2020-30,97.07,99.71,97.0,99.68,12743500,95.77,2.428,94.47071429,93.6178,Red,Red,-0.31980000000000003,1.9246462532112232
7/30/2020,2020,7,30,Thursday,30,2020-30,97.54,97.74,96.05,97.02,14834800,93.21,-2.673,94.52214286,93.7946,Red,Red,-0.31980000000000003,1.9246462532112232
7/31/2020,2020,7,31,Friday,30,2020-30,96.48,96.93,95.25,96.64,14535000,92.85,-0.386,94.45285714,93.9136,Red,Red,-0.31980000000000003,1.9246462532112232
8/3/2020,2020,8,3,Monday,31,2020-31,97.02,97.57,95.85,96.1,12962800,92.33,-0.56,94.30785714,94.0442,Green,Green,0.567,1.3122823629082272
8/4/2020,2020,8,4,Tuesday,31,2020-31,95.91,95.95,95.03,95.55,13366200,91.8,-0.574,94.02071429,94.1776,Green,Green,0.567,1.3122823629082272
8/5/2020,2020,8,5,Wednesday,31,2020-31,95.87,98.47,95.72,97.21,15260900,93.4,1.743,93.82857143,94.2222,Green,Green,0.567,1.3122823629082272
8/6/2020,2020,8,6,Thursday,31,2020-31,97.58,98.1,96.54,97.24,10482100,93.43,0.032,93.76571429,94.1618,Green,Green,0.567,1.3122823629082272
8/7/2020,2020,8,7,Friday,31,2020-31,96.93,99.49,96.56,99.38,14743700,95.48,2.194,93.90857143,94.171,Green,Green,0.567,1.3122823629082272
8/10/2020,2020,8,10,Monday,32,2020-32,100.11,102.04,100.03,100.64,14989900,96.69,1.267,93.99285714,94.253,Green,Green,0.613,1.6416752114836846
8/11/2020,2020,8,11,Tuesday,32,2020-32,103.86,106.16,103.51,103.82,31518600,99.75,3.165,94.345,94.3716,Green,Green,0.613,1.6416752114836846
8/12/2020,2020,8,12,Wednesday,32,2020-32,106.16,106.43,101.71,102.94,19240800,98.9,-0.852,94.61642857,94.467,Green,Green,0.613,1.6416752114836846
