Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2017-01-31,2017,1,31,Tuesday,05,2017-05,85.6,86.15,84.09,84.63,15655100,73.8,-0.016273295033097934,74.32928571428572,74.638
2017-02-01,2017,2,1,Wednesday,05,2017-05,85.54,86.1,84.68,84.95,15430900,74.08,0.003781047417121597,74.19642857142857,74.61142857142856
2017-02-02,2017,2,2,Thursday,05,2017-05,84.34,84.91,84.16,84.59,11081400,73.77,-0.004237758553322757,74.09357142857142,74.57318181818181
2017-02-03,2017,2,3,Friday,05,2017-05,86.19,87.31,85.87,87.18,17885200,76.03,0.030618360632611363,74.12357142857142,74.63652173913044
2017-02-06,2017,2,6,Monday,06,2017-06,86.79,87.45,86.61,86.77,11828400,75.67,-0.00470286756105176,74.32428571428571,74.67958333333333
2017-02-07,2017,2,7,Tuesday,06,2017-06,87.14,87.4,86.48,86.72,9392800,75.63,-0.0005765205502655801,74.49785714285714,74.7176
2017-02-08,2017,2,8,Wednesday,06,2017-06,86.18,86.31,85.37,85.96,13970900,74.96,-0.008763667978760381,74.66357142857143,74.72692307692309
2017-02-09,2017,2,9,Thursday,06,2017-06,85.96,87.33,85.96,87.2,13749100,76.04,0.014425476969035733,74.88285714285713,74.77555555555556
2017-02-10,2017,2,10,Friday,06,2017-06,87.48,87.48,86.89,87.0,10992500,75.87,-0.0022936067455173736,75.08785714285715,74.81464285714286
2017-02-13,2017,2,13,Monday,07,2017-07,87.44,88.74,87.43,88.15,18739100,76.87,0.013218380979867161,75.30142857142857,74.8855172413793
2017-02-14,2017,2,14,Tuesday,07,2017-07,88.3,89.7,88.11,89.56,17932100,78.1,0.015995460039684994,75.52142857142857,74.99266666666668
2017-02-15,2017,2,15,Wednesday,07,2017-07,90.08,90.87,89.35,90.59,17381800,79.0,0.011500702303510524,75.76071428571429,75.12193548387097
2017-02-16,2017,2,16,Thursday,07,2017-07,90.4,91.04,89.77,90.53,17672700,78.95,-0.0006624006736998256,75.985,75.2415625
2017-02-17,2017,2,17,Friday,07,2017-07,89.82,90.47,89.69,90.23,15776600,78.69,-0.0033136188682130197,76.24714285714286,75.3460606060606
2017-02-21,2017,2,21,Tuesday,08,2017-08,90.51,91.15,90.46,91.01,14068300,79.37,0.008644207286448324,76.645,75.46441176470589
2017-02-22,2017,2,22,Wednesday,08,2017-08,90.52,91.3,90.42,91.06,11839000,79.41,0.000549565428037635,77.02571428571427,75.57714285714285
2017-02-23,2017,2,23,Thursday,08,2017-08,91.18,91.34,90.52,91.13,11067000,79.47,0.0007687960645943459,77.43285714285715,75.68527777777778
2017-02-24,2017,2,24,Friday,08,2017-08,90.18,90.54,89.73,90.33,15062300,78.77,-0.008778777944649985,77.62857142857142,75.76864864864865
2017-02-27,2017,2,27,Monday,09,2017-09,90.32,90.73,90.02,90.43,12361000,78.86,0.001106920651154919,77.85642857142857,75.85000000000001
2017-02-28,2017,2,28,Tuesday,09,2017-09,89.85,90.82,89.59,90.62,15183500,79.03,0.0021015880761603434,78.09928571428573,75.93153846153847
2017-03-01,2017,3,1,Wednesday,09,2017-09,92.79,93.98,92.61,93.6,24451400,81.63,0.03288431031206995,78.57571428571428,76.074
2017-03-02,2017,3,2,Thursday,09,2017-09,93.87,93.92,92.03,92.14,16862500,80.35,-0.015598364454228242,78.88357142857144,76.17829268292682
2017-03-03,2017,3,3,Friday,09,2017-09,92.14,93.11,92.14,92.8,12817500,80.93,0.007163074574175754,79.24499999999999,76.29142857142857
2017-03-06,2017,3,6,Monday,10,2017-10,92.25,92.32,91.1,91.92,15059200,80.16,-0.009482745536099402,79.48,76.38139534883722
2017-03-07,2017,3,7,Tuesday,10,2017-10,91.64,92.09,91.21,91.41,11156800,79.72,-0.005548510371965354,79.59571428571428,76.45727272727272
2017-03-08,2017,3,8,Wednesday,10,2017-10,92.68,92.85,91.1,91.21,17378400,79.54,-0.0021880679949164428,79.63428571428571,76.52577777777778
2017-03-09,2017,3,9,Thursday,10,2017-10,91.6,92.14,91.15,91.57,13726200,79.86,0.003947101492716154,79.69928571428572,76.59826086956522
2017-03-10,2017,3,10,Friday,10,2017-10,91.95,92.0,90.53,91.28,13729900,79.6,-0.003166782206861063,79.76428571428572,76.66212765957447
2017-03-13,2017,3,13,Monday,11,2017-11,91.31,91.78,90.93,91.36,10004300,79.67,0.000876205117490203,79.78571428571429,76.72479166666666
2017-03-14,2017,3,14,Tuesday,11,2017-11,91.02,91.65,90.77,91.51,10237700,79.8,0.001641805451656042,79.81357142857144,76.78755102040816
2017-03-15,2017,3,15,Wednesday,11,2017-11,91.8,92.55,91.13,91.73,16601400,79.99,0.0024043211815161225,79.85071428571429,76.8516
